New.Pulse,Cluster_Typical,Clip.Name,affinity.id,Pulse.Type,Source.Name,Selection,Tonal,Begin.Time.s,End.Time.s,Low.Freq.Hz,High.Freq.Hz,Begin.File,Male_ID,meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5..Hz,Freq.95..Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50..Hz,BW.90..Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50..s,Dur.90..s,Freq.25..Hz,Freq.75..Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz.ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz.ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz.ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25..Rel.,Time.5..Rel.,Time.75..Rel.,Time.95..Rel.,Freq_IQR,Time_IQR,F0_min,F0_max
S,NA,2014-09-10 1526_MZ000246-OTTO_LC_WE_30.WAV,616,SI,2014-09-10 1526_MZ000246-OTTO_LC_WE.txt,30,y,50.35333479,50.95028773,50,700,2014-09-10 1526_MZ000246-OTTO_LC_WE.WAV,OTTO,0.26,0.11,3.42,14.34,0.78,0.87,0.68,0.27,0.24,0.06,0.31,0.26,3.43,0.06,0.06,0,0.21,0.6,183.02,258.38,4.2,2.69,43.06,75.36,215.31,0.63,0.23,0.45,193.78,236.84,188.4,-0.14,269.14,0,188.4,-0.38,0,0.83,0.39,0.1,0.78,0.88,43.06,0.39,0.19,0.25
S,2,2014-09-10 1526_MZ000246-OTTO_LC_WE_32.WAV,616,SI,2014-09-10 1526_MZ000246-OTTO_LC_WE.txt,32,y,52.75259981,53.0712522,50,700,2014-09-10 1526_MZ000246-OTTO_LC_WE.WAV,OTTO,0.26,0.1,3.62,16.15,0.75,0.87,0.66,0.29,0.23,0.06,0.28,0.22,3.33,0.06,0.2,0.46,0.24,0.32,188.4,252.99,3.9,3.14,32.3,64.59,226.08,0.5,0.11,0.2,204.55,236.84,236.84,-0.21,263.76,0.76,188.4,-0.76,1,0.32,0.32,0.18,0.68,0.82,32.3,0.36,0.19,0.24
R,1,2014-09-11 1211_MZ000252-OTTO_LC_WE_3.WAV,152,VO,2014-09-11 1211_MZ000252-OTTO_LC_WE.txt,3,y,5.165398868,6.246153906,50,1500,2014-09-11 1211_MZ000252-OTTO_LC_WE.WAV,OTTO,0.75,0.18,1.88,6.03,0.87,0.87,0.76,0.25,0.72,0.06,1.41,1.36,9.51,0.06,0.42,0.34,0.89,1.08,392.95,974.29,6.71,4.73,242.23,581.34,710.53,0.5,0.57,0.76,608.26,850.48,672.85,-0.01,1049.65,7.61,392.95,-29.67,13,0.36,0.36,0.25,0.88,0.96,242.23,0.53,0.39,1
R,1,2014-09-11 1211_MZ000252-OTTO_LC_WE_6.WAV,152,HU,2014-09-11 1211_MZ000252-OTTO_LC_WE.txt,6,y,10.64330799,11.2249256,50,1500,2014-09-11 1211_MZ000252-OTTO_LC_WE.WAV,OTTO,0.64,0.26,1.93,7.78,0.92,0.86,0.79,0.47,0.49,0.06,0.9,0.85,3.87,0.06,0.46,0.69,0.47,0.58,290.67,877.4,6.45,5.3,339.12,586.73,489.84,0.88,0.04,0.42,436.01,775.13,446.77,0.32,850.48,39.94,258.38,-25.11,9,0.9,0.83,0.2,0.9,0.95,339.12,0.08,0.23,1.5
R,1,2014-09-11 1211_MZ000252-OTTO_LC_WE_17.WAV,16,LR,2014-09-11 1211_MZ000252-OTTO_LC_WE.txt,17,y,36.22837816,37.44641638,50,1000,2014-09-11 1211_MZ000252-OTTO_LC_WE.WAV,OTTO,0.51,0.19,2.55,11.01,0.91,0.87,0.79,0.47,0.4,0.06,0.9,0.85,14.26,0.46,0.31,-0.12,0.32,1.22,290.67,613.64,5.24,4.15,96.89,322.97,322.97,0.89,0.06,0.69,301.44,398.33,301.44,-0.04,549.05,5.71,285.29,-5.33,8,0.91,0.87,0.38,0.92,0.95,96.89,0.05,0.29,0.55
S,2,2014-09-11 1211_MZ000252-OTTO_LC_WE_27.WAV,616,SI,2014-09-11 1211_MZ000252-OTTO_LC_WE.txt,27,y,53.93248538,54.6425,50,700,2014-09-11 1211_MZ000252-OTTO_LC_WE.WAV,OTTO,0.24,0.12,2.84,10.85,0.85,0.87,0.74,0.37,0.2,0.06,0.28,0.22,3,0.06,0.13,0.1,0.24,0.71,113.04,269.14,4.98,3.41,102.27,156.1,226.08,0.47,0.27,0.51,150.72,252.99,258.38,-0.23,269.14,9.51,107.66,-8.37,2,0.51,0.2,0.08,0.59,0.82,102.27,0.39,0.11,0.23
S,NA,2014-09-11 1211_MZ000252-OTTO_LC_WE_31.WAV,812,SI,2014-09-11 1211_MZ000252-OTTO_LC_WE.txt,31,y,59.73012248,60.6656,50,700,2014-09-11 1211_MZ000252-OTTO_LC_WE.WAV,OTTO,0.32,0.16,2.13,7.73,0.92,0.87,0.8,0.55,0.26,0.17,0.64,0.48,5.54,0.53,0.31,-0.24,0.24,0.94,172.25,597.49,5.02,3.53,43.06,425.24,247.61,0.2,0.14,0.75,231.46,274.52,236.84,-0.38,624.41,9.51,145.34,-23.58,4,0.21,0.14,0.06,0.29,0.86,43.06,0.15,0.14,0.29
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_12.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,12,y,26.66019773,27.6349889,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.21,0.12,2.74,11.42,0.86,0.87,0.75,0.27,0.15,0.06,0.57,0.51,7.64,0.06,0.24,0.19,0.17,0.97,91.51,317.59,5.24,3.79,69.98,226.08,177.63,0.18,0.27,0.57,129.19,199.16,193.78,0,226.08,11.79,59.21,-1.52,3,0.09,0.1,0.06,0.38,0.65,69.98,0.28,0.06,0.2
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_13.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,13,y,29.05667463,30.20815794,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.24,0.12,1.9,6.26,0.88,0.87,0.77,0.27,0.19,0.06,0.42,0.37,10.8,0.06,0.06,0,0.21,1.15,96.89,387.56,5.51,3.8,75.36,290.67,193.78,0.28,0.35,0.76,156.1,231.46,188.4,-0.01,392.95,18.26,75.36,-11.03,9,0.11,0.14,0.06,0.45,0.74,75.36,0.31,0.07,0.22
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_14.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,14,y,31.75021988,32.57063539,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.22,0.12,1.39,3.82,0.87,0.87,0.76,0.26,0.17,0.06,0.79,0.73,7,0.06,0.28,0.27,0.21,0.82,96.89,312.2,5.32,4.04,59.21,215.31,188.4,0.19,0.17,0.38,161.48,220.7,188.4,0.01,252.99,11.79,53.83,-9.13,3,0.11,0.12,0.07,0.33,0.54,59.21,0.21,0.05,0.2
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_15.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,15,y,34.21146643,34.86995783,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.21,0.12,1.5,4.12,0.86,0.87,0.75,0.26,0.14,0.06,0.31,0.26,6,0.06,0.06,0,0.17,0.66,91.51,306.82,5.42,4.08,80.74,215.31,183.02,0.24,0.14,0.33,139.95,220.7,188.4,-0.22,258.38,8.75,53.83,-9.51,3,0.11,0.13,0.07,0.35,0.57,80.74,0.22,0.06,0.19
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_17.WAV,616,IN,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,17,y,36.76736465,37.66334475,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.2,0.13,2.5,11.64,0.86,0.87,0.75,0.3,0.13,0.06,0.35,0.29,19,0.2,0.06,-0.16,0.09,0.9,64.59,296.06,5.55,4.32,123.81,231.46,156.1,0.15,0.14,0.57,107.66,231.46,107.66,-0.12,156.1,3.8,53.83,-3.8,4,0.16,0.08,0.03,0.24,0.68,123.81,0.16,0.05,0.15
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_18.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,18,y,39.20702131,39.92249142,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.21,0.12,1.54,4.38,0.86,0.87,0.75,0.26,0.15,0.06,0.28,0.22,10,0.06,0.06,0,0.21,0.72,91.51,269.14,5.22,3.99,64.59,177.63,188.4,0.2,0.14,0.38,150.72,215.31,193.78,-0.24,226.08,0,53.83,-2.66,0,0.14,0.14,0.06,0.34,0.6,64.59,0.2,0.06,0.22
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_20.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,20,y,42.03529585,42.74776195,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.22,0.13,1.66,5.97,0.88,0.87,0.76,0.33,0.18,0.06,0.35,0.29,9.5,0.06,0.06,0,0.21,0.71,96.89,290.67,5.31,4.21,59.21,193.78,199.16,0.22,0.16,0.35,166.87,226.08,193.78,-0.26,258.38,11.79,53.83,-12.55,8,0.16,0.14,0.06,0.37,0.57,59.21,0.22,0.06,0.22
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_24.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,24,y,47.55174122,48.1418048,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.19,0.13,1.56,4.35,0.86,0.87,0.74,0.3,0.15,0.06,0.28,0.22,13.67,0.06,0.06,0,0.09,0.59,69.98,285.29,5.41,4.8,118.42,215.31,145.34,0.2,0.1,0.25,107.66,226.08,113.04,0.09,236.84,12.55,53.83,-8.37,3,0.18,0.13,0.05,0.3,0.5,118.42,0.18,0.04,0.13
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_38.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,38,y,73.28213575,73.65644427,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.22,0.13,1.71,5.39,0.85,0.89,0.76,0.34,0.17,0.06,0.28,0.22,7.17,0.06,0.24,0.78,0.21,0.37,69.98,247.61,4.93,4.43,96.89,177.63,107.66,0.42,0.08,0.24,91.51,188.4,96.89,0.23,193.78,8.75,64.59,-0.38,2,0.42,0.31,0.15,0.54,0.81,96.89,0.23,0.06,0.12
S,2,2014-09-18 0512_MZ000286-WODAN_LC_WE_51.WAV,616,SI,2014-09-18 0512_MZ000286-WODAN_LC_WE.txt,51,y,63.21401057,63.45007304,50,800,2014-09-18 0512_MZ000286-WODAN_LC_WE.WAV,WODAN,0.21,0.16,2.96,12.2,0.85,0.87,0.74,0.41,0.11,0.06,0.28,0.22,3.33,0.06,0.06,0,0.09,0.24,64.59,339.12,5.4,5.07,107.66,274.52,172.25,0.47,0.07,0.16,91.51,199.16,193.78,0.48,199.16,9.51,64.59,-8.37,2,0.33,0.33,0.13,0.67,0.87,107.66,0.33,0.06,0.09
R,1,2014-09-27 0447_MZ000328-HENK_LC_WE_7.WAV,16,LR,2014-09-27 0447_MZ000328-HENK_LC_WE.txt,7,y,12.72714724,14.33159419,50,1000,2014-09-27 0447_MZ000328-HENK_LC_WE.WAV,HENK,0.54,0.15,2.5,11.14,0.9,0.88,0.79,0.4,0.51,0.06,0.9,0.85,16.43,0.31,0.31,0,0.43,1.6,226.08,667.47,5.91,3.5,86.13,441.39,430.63,0.84,1.09,1.36,376.8,462.92,425.24,0.01,689,13.69,215.31,-6.09,5,0.1,0.19,0.08,0.88,0.94,86.13,0.69,0.09,0.69
S,2,2014-09-27 0447_MZ000328-HENK_LC_WE_12.WAV,616,SI,2014-09-27 0447_MZ000328-HENK_LC_WE.txt,12,y,25.03737187,25.99993822,50,1000,2014-09-27 0447_MZ000328-HENK_LC_WE.WAV,HENK,0.31,0.19,1.66,4.98,0.89,0.87,0.78,0.38,0.27,0.06,0.39,0.33,8.22,0.06,0.06,0,0.24,0.96,161.48,392.95,5.67,4.03,80.74,231.46,252.99,0.22,0.24,0.61,215.31,296.06,204.55,-0.17,349.88,11.79,64.59,-11.79,7,0.21,0.16,0.06,0.42,0.7,80.74,0.25,0.08,0.31
I,2,2014-09-27 0447_MZ000328-HENK_LC_WE_14.WAV,812,SI,2014-09-27 0447_MZ000328-HENK_LC_WE.txt,14,y,30.6108471,31.65658733,50,1000,2014-09-27 0447_MZ000328-HENK_LC_WE.WAV,HENK,0.3,0.17,1.66,5.02,0.88,0.87,0.77,0.31,0.27,0.06,0.42,0.37,9,0.2,0.06,-0.14,0.28,1.05,166.87,382.18,5.28,3.81,75.36,215.31,258.38,0.23,0.17,0.62,220.7,296.06,296.06,-0.01,376.8,12.93,91.51,-14.84,9,0.1,0.16,0.07,0.33,0.67,75.36,0.16,0.07,0.3
R,1,2014-10-01 0828_MZ000363-HENK_LC_WE_11.WAV,16,LR,2014-10-01 0828_MZ000363-HENK_LC_WE.txt,11,y,16.0856324,17.23531824,50,1000,2014-10-01 0828_MZ000363-HENK_LC_WE.WAV,HENK,0.56,0.21,3.75,22.91,0.93,0.87,0.81,0.62,0.52,0.06,0.97,0.92,12,0.97,0.46,-0.45,0.66,1.15,220.7,645.94,6.27,4.46,139.95,425.24,441.39,0.83,0.75,0.96,349.88,489.84,446.77,0.15,995.82,36.14,215.31,-28.53,10,0.86,0.21,0.09,0.88,0.94,139.95,0.66,0.11,0.66
I,NA,2014-10-01 0828_MZ000363-HENK_LC_WE_14.WAV,616,LR,2014-10-01 0828_MZ000363-HENK_LC_WE.txt,14,y,23.0477337,24.04838619,50,1000,2014-10-01 0828_MZ000363-HENK_LC_WE.WAV,HENK,0.37,0.2,3.35,16.86,0.85,0.87,0.74,0.33,0.3,0.13,0.97,0.85,2.3,0.97,0.28,-0.7,0.24,1,199.16,339.12,4.79,3.38,96.89,139.95,247.61,0.43,0.44,0.78,215.31,312.2,215.31,0.16,333.73,10.27,107.66,-5.33,6,0.21,0.24,0.13,0.69,0.91,96.89,0.44,0.15,0.33
R,1,2014-10-01 0828_MZ000363-HENK_LC_WE_17.WAV,16,LR,2014-10-01 0828_MZ000363-HENK_LC_WE.txt,17,y,27.48571255,28.78551763,50,1000,2014-10-01 0828_MZ000363-HENK_LC_WE.WAV,HENK,0.57,0.19,3.28,15.87,0.93,0.87,0.81,0.6,0.55,0.09,0.97,0.88,7.96,0.09,0.28,0.14,0.66,1.3,209.93,710.53,6.42,4.41,312.2,500.6,392.95,0.79,0.95,1.15,258.38,570.58,414.48,0.04,958.14,48.31,204.55,-35.38,6,0.84,0.12,0.03,0.86,0.92,312.2,0.74,0.12,0.68
I,2,2014-10-01 0828_MZ000363-HENK_LC_WE_29.WAV,812,LR,2014-10-01 0828_MZ000363-HENK_LC_WE.txt,29,y,56.26659864,57.02764172,50,1000,2014-10-01 0828_MZ000363-HENK_LC_WE.WAV,HENK,0.31,0.19,1.46,4.41,0.91,0.87,0.79,0.42,0.21,0.06,0.46,0.4,6.82,0.31,0.06,-0.34,0.21,0.76,102.27,678.23,6.12,4.23,139.95,575.96,215.31,0.27,0.23,0.47,183.02,322.97,193.78,-0.12,436.01,10.27,64.59,-11.79,3,0.15,0.15,0.06,0.46,0.69,139.95,0.31,0.07,0.2
S,2,2014-10-01 0828_MZ000363-HENK_LC_WE_31.WAV,812,SI,2014-10-01 0828_MZ000363-HENK_LC_WE.txt,31,y,58.59293261,59.26271959,50,1000,2014-10-01 0828_MZ000363-HENK_LC_WE.WAV,HENK,0.3,0.19,2.12,7.21,0.88,0.87,0.76,0.37,0.19,0.06,0.46,0.4,4.18,0.28,0.06,-0.33,0.21,0.67,96.89,441.39,5.54,4.29,59.21,344.5,209.93,0.22,0.21,0.44,188.4,247.61,199.16,-0.27,430.63,19.4,64.59,-12.55,2,0.15,0.13,0.07,0.46,0.74,59.21,0.33,0.07,0.22
S,2,2014-10-01 0828_MZ000363-HENK_LC_WE_39.WAV,812,SI,2014-10-01 0828_MZ000363-HENK_LC_WE.txt,39,y,67.63683992,67.89695338,50,1000,2014-10-01 0828_MZ000363-HENK_LC_WE.WAV,HENK,0.28,0.18,2.38,9.36,0.86,0.88,0.76,0.35,0.19,0.06,0.46,0.4,5,0.46,0.35,-0.42,0.24,0.26,80.74,446.77,5.45,4.89,145.34,366.03,231.46,0.39,0.08,0.17,107.66,252.99,96.89,-0.9,452.16,11.41,86.13,-15.22,5,0.39,0.22,0.11,0.56,0.78,145.34,0.33,0.08,0.1
S,NA,2015-02-14 0858_MZ000381-DAYAK_LC_WE_2.WAV,16,SI,2015-02-14 0858_MZ000381-DAYAK_LC_WE.txt,2,y,3.615571285,3.887133844,50,1000,2015-02-14 0858_MZ000381-DAYAK_LC_WE.WAV,DAYAK,0.43,0.19,5.55,36.97,0.81,0.88,0.71,0.4,0.44,0.31,0.9,0.59,1.94,0.9,0.64,-0.95,0.32,0.27,312.2,645.94,3.17,3.68,21.53,333.73,333.73,0.36,0.05,0.15,322.97,344.5,333.73,0.61,656.7,40.46,172.25,-40.46,3,0.3,0.27,0.15,0.45,0.73,21.53,0.18,0.33,0.33
R,1,2015-02-14 0858_MZ000381-DAYAK_LC_WE_20.WAV,152,HR,2015-02-14 0858_MZ000381-DAYAK_LC_WE.txt,20,y,33.63544138,34.66914686,50,1500,2015-02-14 0858_MZ000381-DAYAK_LC_WE.WAV,DAYAK,0.73,0.24,2.28,9.21,0.91,0.87,0.8,0.44,0.6,0.06,1.45,1.4,14.76,1.45,0.68,-0.75,0.36,1.03,290.67,990.44,5.84,4.27,452.16,699.77,667.47,0.82,0.38,0.82,344.5,796.66,333.73,0.07,990.44,48.55,193.78,-75.52,17,0.87,0.5,0.15,0.87,0.95,452.16,0.37,0.2,0.99
S,NA,2015-02-14 0858_MZ000381-DAYAK_LC_WE_27.WAV,812,IN,2015-02-14 0858_MZ000381-DAYAK_LC_WE.txt,27,y,51.33727287,52.28023321,50,1000,2015-02-14 0858_MZ000381-DAYAK_LC_WE.WAV,DAYAK,0.33,0.17,1.39,4.06,0.9,0.87,0.78,0.36,0.3,0.06,0.5,0.44,15.5,0.35,0.2,-0.16,0.32,0.94,161.48,473.69,4.88,3.3,96.89,312.2,279.91,0.34,0.32,0.61,236.84,333.73,247.61,-0.13,484.45,31.02,107.66,-47.2,10,0.25,0.23,0.09,0.57,0.74,96.89,0.34,0.1,0.35
S,2,2015-02-14 0858_MZ000381-DAYAK_LC_WE_30.WAV,812,IN,2015-02-14 0858_MZ000381-DAYAK_LC_WE.txt,30,y,56.08166446,56.78789835,50,1000,2015-02-14 0858_MZ000381-DAYAK_LC_WE.WAV,DAYAK,0.3,0.15,1.53,4.58,0.88,0.87,0.77,0.32,0.25,0.06,0.35,0.29,8.75,0.06,0.06,0,0.28,0.71,150.72,441.39,4.66,3.42,86.13,290.67,236.84,0.33,0.18,0.42,204.55,290.67,226.08,-0.09,322.97,17.53,107.66,-14.84,5,0.26,0.24,0.09,0.49,0.68,86.13,0.25,0.09,0.31
S,2,2015-02-14 0858_MZ000381-DAYAK_LC_WE_33.WAV,812,IN,2015-02-14 0858_MZ000381-DAYAK_LC_WE.txt,33,y,60.25958923,60.85150369,50,1000,2015-02-14 0858_MZ000381-DAYAK_LC_WE.WAV,DAYAK,0.3,0.15,1.99,7.18,0.88,0.87,0.76,0.34,0.26,0.06,0.5,0.44,6.83,0.35,0.06,-0.5,0.24,0.59,150.72,452.16,4.58,3.55,86.13,301.44,236.84,0.34,0.11,0.34,204.55,290.67,226.08,-0.13,333.73,16.18,86.13,-24.28,10,0.3,0.27,0.11,0.46,0.68,86.13,0.19,0.08,0.31
S,2,2015-02-14 0858_MZ000381-DAYAK_LC_WE_36.WAV,616,IN,2015-02-14 0858_MZ000381-DAYAK_LC_WE.txt,36,y,62.27572334,62.83203048,50,1000,2015-02-14 0858_MZ000381-DAYAK_LC_WE.WAV,DAYAK,0.28,0.15,1.57,4.96,0.88,0.87,0.76,0.31,0.22,0.06,0.42,0.37,10,0.31,0.09,-0.4,0.21,0.56,139.95,419.86,4.01,3.62,21.53,279.91,215.31,0.22,0.14,0.3,204.55,226.08,215.31,0.06,279.91,20.23,86.13,-17.53,9,0.14,0.12,0.06,0.36,0.59,21.53,0.25,0.09,0.22
S,2,2015-02-14 0858_MZ000381-DAYAK_LC_WE_40.WAV,616,SI,2015-02-14 0858_MZ000381-DAYAK_LC_WE.txt,40,y,66.73522713,67.16133474,50,1000,2015-02-14 0858_MZ000381-DAYAK_LC_WE.WAV,DAYAK,0.3,0.15,1.98,6.72,0.87,0.87,0.75,0.31,0.24,0.06,0.35,0.29,6.38,0.31,0.06,-0.6,0.24,0.43,150.72,419.86,4.46,3.66,53.83,269.14,226.08,0.35,0.09,0.23,204.55,258.38,226.08,-0.08,312.2,22.93,96.89,-13.49,5,0.29,0.27,0.13,0.48,0.69,53.83,0.21,0.09,0.28
S,2,2015-02-14 0858_MZ000381-DAYAK_LC_WE_42.WAV,616,IN,2015-02-14 0858_MZ000381-DAYAK_LC_WE.txt,42,y,68.97229806,69.37473301,50,1000,2015-02-14 0858_MZ000381-DAYAK_LC_WE.WAV,DAYAK,0.29,0.18,2.54,9.29,0.86,0.87,0.75,0.36,0.22,0.06,0.35,0.29,2.75,0.35,0.06,-0.73,0.21,0.4,129.19,355.27,4.4,3.4,53.83,226.08,193.78,0.47,0.06,0.2,172.25,226.08,193.78,-0.14,312.2,20.23,86.13,-2.7,1,0.43,0.41,0.24,0.55,0.76,53.83,0.14,0.1,0.29
S,NA,2015-02-14 1028_MZ000383-DAYAK_LC_WE_4.WAV,812,IN,2015-02-14 1028_MZ000383-DAYAK_LC_WE.txt,4,y,8.411165773,9.458998631,50,1000,2015-02-14 1028_MZ000383-DAYAK_LC_WE.WAV,DAYAK,0.34,0.19,2.86,10.82,0.84,0.87,0.73,0.27,0.28,0.06,0.57,0.51,7.93,0.06,0.53,0.46,0.21,1.05,183.02,484.45,4.48,2.94,172.25,301.44,247.61,0.4,0.31,0.86,204.55,376.8,236.84,-0.18,549.05,57.6,183.02,-33.16,8,0.32,0.28,0.09,0.58,0.91,172.25,0.3,0.18,0.39
R,1,2015-02-14 1028_MZ000383-DAYAK_LC_WE_8.WAV,152,HU,2015-02-14 1028_MZ000383-DAYAK_LC_WE.txt,8,p,15.62425598,16.3198101,50,1500,2015-02-14 1028_MZ000383-DAYAK_LC_WE.WAV,DAYAK,0.78,0.32,1.07,4.13,0.96,0.87,0.83,0.63,0.56,0.06,1.05,0.99,5.7,0.5,0.06,-0.63,0.51,0.7,333.73,1044.27,5.89,4.43,290.67,710.53,484.45,0.86,0.35,0.56,387.56,678.23,387.56,0.72,1033.5,83.77,322.97,-99.48,20,0.88,0.38,0.13,0.89,0.94,290.67,0.51,0.33,1.5
I,NA,2015-02-14 1028_MZ000383-DAYAK_LC_WE_15.WAV,812,IN,2015-02-14 1028_MZ000383-DAYAK_LC_WE.txt,15,y,30.07175371,31.25948106,50,1000,2015-02-14 1028_MZ000383-DAYAK_LC_WE.WAV,DAYAK,0.46,0.22,5.36,34.7,0.75,0.87,0.66,0.16,0.33,0.28,0.64,0.37,4.5,0.28,0.31,0.03,0.28,1.19,258.38,581.34,3.41,2.92,32.3,322.97,279.91,0.43,0.23,0.7,269.14,301.44,269.14,0.1,613.64,40.14,236.84,-40.14,8,0.3,0.33,0.23,0.53,0.82,32.3,0.2,0.24,0.34
S,2,2015-02-14 1028_MZ000383-DAYAK_LC_WE_26.WAV,812,IN,2015-02-14 1028_MZ000383-DAYAK_LC_WE.txt,26,y,45.7836538,46.33694379,50,1000,2015-02-14 1028_MZ000383-DAYAK_LC_WE.WAV,DAYAK,0.31,0.14,2.47,9.7,0.86,0.87,0.75,0.3,0.29,0.06,0.46,0.4,7.55,0.46,0.06,-0.73,0.24,0.55,193.78,441.39,4.31,3.39,53.83,247.61,258.38,0.28,0.12,0.3,236.84,290.67,236.84,-0.54,441.39,34.91,64.59,-38.4,10,0.26,0.22,0.11,0.45,0.66,53.83,0.22,0.08,0.3
S,NA,2015-02-14 1028_MZ000383-DAYAK_LC_WE_35.WAV,812,SI,2015-02-14 1028_MZ000383-DAYAK_LC_WE.txt,35,y,56.5109,56.70472364,50,1000,2015-02-14 1028_MZ000383-DAYAK_LC_WE.WAV,DAYAK,0.37,0.19,2.74,10,0.83,0.9,0.75,0.36,0.26,0.06,0.86,0.81,2.27,0.06,0.2,0.76,0.24,0.19,183.02,581.34,4.16,3.6,53.83,398.33,236.84,0.5,0.06,0.1,204.55,258.38,236.84,0.84,312.2,40.14,64.59,-1.75,2,0.43,0.37,0.23,0.67,0.77,53.83,0.3,0.2,0.25
R,1,2015-02-14 1325_MZ000387-DAYAK_LC_WE_11.WAV,152,HR,2015-02-14 1325_MZ000387-DAYAK_LC_WE.txt,11,y,27.92797215,29.29658265,50,1500,2015-02-14 1325_MZ000387-DAYAK_LC_WE.WAV,DAYAK,0.77,0.23,3.73,21.88,0.9,0.87,0.79,0.43,0.66,0.09,1.3,1.21,11.85,0.28,0.53,0.19,0.85,1.37,258.38,882.78,5.73,3.68,495.22,624.41,602.88,0.58,0.87,1.24,312.2,807.42,258.38,0.05,968.91,44.21,247.61,-55.85,14,0.05,0.23,0.04,0.87,0.95,495.22,0.64,0.25,0.85
I,NA,2015-02-14 1325_MZ000387-DAYAK_LC_WE_23.WAV,812,IN,2015-02-14 1325_MZ000387-DAYAK_LC_WE.txt,23,y,54.98391954,56.12344932,50,1000,2015-02-14 1325_MZ000387-DAYAK_LC_WE.WAV,DAYAK,0.34,0.18,5.62,42.82,0.8,0.87,0.7,0.23,0.27,0.06,0.57,0.51,3.29,0.06,0.57,0.45,0.21,1.14,204.55,430.63,3.78,2.34,86.13,226.08,226.08,0.4,0.49,0.97,215.31,301.44,236.84,0.15,559.81,39.56,193.78,-3.49,4,0.25,0.25,0.07,0.68,0.93,86.13,0.43,0.19,0.32
R,1,2015-02-14 1325_MZ000387-DAYAK_LC_WE_24.WAV,16,HR,2015-02-14 1325_MZ000387-DAYAK_LC_WE.txt,24,y,57.5417788,58.62256993,50,1000,2015-02-14 1325_MZ000387-DAYAK_LC_WE.WAV,DAYAK,0.53,0.22,2.44,8.8,0.88,0.87,0.76,0.35,0.44,0.06,0.97,0.92,10.92,0.06,0.31,0.24,0.36,1.08,301.44,861.25,4.77,2.57,139.95,559.81,366.03,0.64,0.75,0.94,333.73,473.69,312.2,-0.01,516.75,22.11,301.44,-23.27,4,0.93,0.21,0.07,0.91,0.96,139.95,0.7,0.31,0.49
I,NA,2015-02-14 1325_MZ000387-DAYAK_LC_WE_29.WAV,812,IN,2015-02-14 1325_MZ000387-DAYAK_LC_WE.txt,29,y,70.83185086,71.90089426,50,1000,2015-02-14 1325_MZ000387-DAYAK_LC_WE.WAV,DAYAK,0.34,0.16,3.46,20.68,0.87,0.87,0.76,0.31,0.27,0.06,0.53,0.48,6.46,0.06,0.28,0.21,0.21,1.07,183.02,473.69,4.41,2.79,129.19,290.67,226.08,0.33,0.54,0.83,215.31,344.5,226.08,0.06,484.45,25.6,183.02,-15.13,4,0.07,0.15,0.05,0.66,0.84,129.19,0.51,0.11,0.23
