New.Pulse,Cluster_Typical,Clip.Name,affinity.id,Pulse.Type,Source.Name,Selection,Tonal,Begin.Time.s,End.Time.s,Low.Freq.Hz,High.Freq.Hz,Begin.File,Male_ID,meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5..Hz,Freq.95..Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50..Hz,BW.90..Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50..s,Dur.90..s,Freq.25..Hz,Freq.75..Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz.ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz.ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz.ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25..Rel.,Time.5..Rel.,Time.75..Rel.,Time.95..Rel.,Freq_IQR,Time_IQR,F0_min,F0_max
S,2,2015-02-15 0542_MZ000394-DAYAK_LC_WE_28.WAV,812,SI,2015-02-15 0542_MZ000394-DAYAK_LC_WE.txt,28,y,69.48895692,70.13837301,50,1000,2015-02-15 0542_MZ000394-DAYAK_LC_WE.WAV,DAYAK,0.32,0.16,2.02,6.76,0.88,0.87,0.76,0.34,0.28,0.06,0.46,0.4,6.36,0.35,0.06,-0.45,0.24,0.65,193.78,430.63,4.47,3.2,86.13,236.84,247.61,0.28,0.06,0.26,226.08,312.2,226.08,-0.26,441.39,18.62,64.59,-17.45,4,0.28,0.23,0.1,0.33,0.51,86.13,0.1,0.06,0.32
S,NA,2015-02-15 0542_MZ000394-DAYAK_LC_WE_32.WAV,812,SI,2015-02-15 0542_MZ000394-DAYAK_LC_WE.txt,32,y,74.551,75.1346712,50,1000,2015-02-15 0542_MZ000394-DAYAK_LC_WE.WAV,DAYAK,0.32,0.16,2.04,6.63,0.86,0.87,0.75,0.33,0.29,0.06,0.94,0.88,4.75,0.94,0.06,-1.51,0.24,0.58,193.78,419.86,4.49,3.27,96.89,226.08,247.61,0.34,0.07,0.3,226.08,322.97,226.08,-0.27,398.33,18.62,75.36,-17.45,7,0.34,0.27,0.1,0.4,0.61,96.89,0.13,0.08,0.33
S,2,2015-02-15 0542_MZ000394-DAYAK_LC_WE_42.WAV,812,SI,2015-02-15 0542_MZ000394-DAYAK_LC_WE.txt,42,y,87.00007497,87.7314,50,1000,2015-02-15 0542_MZ000394-DAYAK_LC_WE.WAV,DAYAK,0.32,0.16,2.13,7.19,0.87,0.87,0.75,0.31,0.28,0.06,0.46,0.4,9.09,0.06,0.28,0.3,0.24,0.73,193.78,419.86,4.54,3.17,107.66,226.08,258.38,0.31,0.08,0.35,226.08,333.73,226.08,-0.2,398.33,20.94,64.59,-17.45,7,0.31,0.26,0.09,0.37,0.58,107.66,0.12,0.07,0.34
S,2,2015-02-15 0542_MZ000394-DAYAK_LC_WE_54.WAV,812,SI,2015-02-15 0542_MZ000394-DAYAK_LC_WE.txt,54,y,101.4424,102.0048753,50,1000,2015-02-15 0542_MZ000394-DAYAK_LC_WE.WAV,DAYAK,0.32,0.15,2.16,7.54,0.87,0.87,0.75,0.34,0.27,0.06,0.46,0.4,6.73,0.06,0.06,0,0.24,0.56,193.78,430.63,4.33,3.28,75.36,236.84,258.38,0.32,0.08,0.29,226.08,301.44,226.08,-0.18,333.73,18.62,75.36,-19.78,5,0.33,0.25,0.12,0.4,0.63,75.36,0.15,0.08,0.31
I,NA,2015-02-15 0801_MZ000397-DAYAK_LC_WE_5.WAV,16,IN,2015-02-15 0801_MZ000397-DAYAK_LC_WE.txt,5,y,7.995013739,8.867941741,50,1000,2015-02-15 0801_MZ000397-DAYAK_LC_WE.WAV,DAYAK,0.54,0.29,4.56,29.7,0.84,0.87,0.73,0.32,0.37,0.06,0.94,0.88,4.88,0.42,0.24,-0.21,0.36,0.87,258.38,925.84,4.42,2.85,75.36,667.47,376.8,0.18,0.33,0.71,322.97,398.33,398.33,-0.23,925.84,99.48,183.02,-99.48,4,0.09,0.09,0.05,0.47,0.87,75.36,0.38,0.1,0.4
I,NA,2015-02-15 0801_MZ000397-DAYAK_LC_WE_16.WAV,812,IN,2015-02-15 0801_MZ000397-DAYAK_LC_WE.txt,16,y,28.74853547,29.83116126,50,1000,2015-02-15 0801_MZ000397-DAYAK_LC_WE.WAV,DAYAK,0.45,0.17,4.29,21.96,0.79,0.87,0.69,0.25,0.39,0.09,0.46,0.37,4.4,0.42,0.28,-0.14,0.4,1.08,258.38,441.39,4.2,2.51,53.83,183.02,387.56,0.43,0.75,0.96,355.27,409.09,419.86,-0.15,430.63,8.73,204.55,-3.49,3,0.06,0.13,0.04,0.82,0.93,53.83,0.69,0.21,0.42
S,NA,2015-02-15 0801_MZ000397-DAYAK_LC_WE_17.WAV,812,IN,2015-02-15 0801_MZ000397-DAYAK_LC_WE.txt,17,y,31.16662065,32.32921769,50,1000,2015-02-15 0801_MZ000397-DAYAK_LC_WE.WAV,DAYAK,0.33,0.16,1.92,7.22,0.89,0.87,0.78,0.32,0.28,0.06,0.57,0.51,12.93,0.39,0.06,-0.28,0.28,1.16,193.78,473.69,4.5,3.17,64.59,279.91,269.14,0.27,0.35,0.72,247.61,312.2,247.61,-0.26,376.8,33.16,75.36,-33.16,12,0.25,0.22,0.09,0.52,0.71,64.59,0.3,0.09,0.35
S,2,2015-02-15 0801_MZ000397-DAYAK_LC_WE_18.WAV,812,SI,2015-02-15 0801_MZ000397-DAYAK_LC_WE.txt,18,y,33.95313514,34.91704082,50,1000,2015-02-15 0801_MZ000397-DAYAK_LC_WE.WAV,DAYAK,0.29,0.15,2.32,8.81,0.87,0.87,0.75,0.26,0.26,0.06,0.42,0.37,10,0.42,0.06,-0.38,0.28,0.96,161.48,409.09,4.5,3.25,64.59,247.61,269.14,0.26,0.27,0.57,236.84,301.44,247.61,-0.34,398.33,26.18,75.36,-27.93,6,0.21,0.19,0.07,0.47,0.67,64.59,0.28,0.08,0.33
S,2,2015-02-15 0801_MZ000397-DAYAK_LC_WE_27.WAV,812,SI,2015-02-15 0801_MZ000397-DAYAK_LC_WE.txt,27,y,48.4227352,49.00804129,50,1000,2015-02-15 0801_MZ000397-DAYAK_LC_WE.WAV,DAYAK,0.29,0.14,2.27,8.63,0.86,0.87,0.74,0.27,0.26,0.06,0.42,0.37,8.1,0.39,0.06,-0.57,0.28,0.59,183.02,387.56,4.33,3.24,53.83,204.55,269.14,0.3,0.18,0.39,236.84,290.67,247.61,-0.11,344.5,15.71,172.25,-1.75,5,0.26,0.21,0.09,0.52,0.77,53.83,0.31,0.09,0.31
S,NA,2015-02-15 0801_MZ000397-DAYAK_LC_WE_28.WAV,812,SI,2015-02-15 0801_MZ000397-DAYAK_LC_WE.txt,28,y,50.66974667,50.9916084,50,1000,2015-02-15 0801_MZ000397-DAYAK_LC_WE.WAV,DAYAK,0.31,0.14,2.32,7.01,0.81,0.87,0.71,0.28,0.28,0.2,0.39,0.18,2,0.39,0.24,-0.46,0.28,0.32,193.78,366.03,4.22,2.94,75.36,172.25,258.38,0.55,0.07,0.23,226.08,301.44,236.84,-0.11,344.5,17.45,183.02,-1.75,3,0.57,0.43,0.14,0.65,0.86,75.36,0.22,0.19,0.32
S,NA,2015-02-15 0801_MZ000397-DAYAK_LC_WE_31.WAV,812,SI,2015-02-15 0801_MZ000397-DAYAK_LC_WE.txt,31,y,53.0894105,53.37032009,50,1000,2015-02-15 0801_MZ000397-DAYAK_LC_WE.WAV,DAYAK,0.34,0.16,2.2,6.76,0.83,0.88,0.73,0.3,0.31,0.06,0.57,0.51,3.86,0.35,0.2,-0.52,0.28,0.28,204.55,570.58,4.29,3.45,64.59,366.03,269.14,0.4,0.06,0.17,236.84,301.44,279.91,0.83,549.05,59.34,183.02,-52.36,3,0.33,0.29,0.13,0.49,0.73,64.59,0.2,0.19,0.3
R,1,2015-02-15 1533_MZ000399-DAYAK_LC_WE_11.WAV,152,HU,2015-02-15 1533_MZ000399-DAYAK_LC_WE.txt,11,p,17.94674176,18.69908672,50,1500,2015-02-15 1533_MZ000399-DAYAK_LC_WE.WAV,DAYAK,0.83,0.3,2.57,10.92,0.92,0.87,0.8,0.47,0.61,0.06,1.16,1.1,6.13,0.42,0.42,0,0.51,0.75,344.5,1119.63,5.4,4.21,538.28,775.13,527.52,0.72,0.5,0.6,484.45,1022.73,527.52,-0.15,1173.45,97.83,312.2,-88.21,18,0.17,0.16,0.12,0.83,0.93,538.28,0.67,0.31,1.11
S,NA,2015-02-15 1533_MZ000399-DAYAK_LC_WE_23.WAV,616,SI,2015-02-15 1533_MZ000399-DAYAK_LC_WE.txt,23,y,37.39739047,37.60197551,50,1000,2015-02-15 1533_MZ000399-DAYAK_LC_WE.WAV,DAYAK,0.3,0.15,3.62,15.14,0.69,0.9,0.62,0.19,0.27,0.09,0.35,0.26,1.71,0.31,0.09,-1.08,0.24,0.2,204.55,279.91,3.06,2.84,32.3,75.36,226.08,0.66,0.04,0.09,215.31,247.61,215.31,0.39,419.86,28.87,215.31,-6.42,1,0.69,0.55,0.38,0.76,0.83,32.3,0.21,0.22,0.27
S,NA,2015-02-15 1533_MZ000399-DAYAK_LC_WE_33.WAV,812,SI,2015-02-15 1533_MZ000399-DAYAK_LC_WE.txt,33,y,49.71581147,49.94019505,50,1000,2015-02-15 1533_MZ000399-DAYAK_LC_WE.WAV,DAYAK,0.3,0.13,4.05,21.42,0.72,0.89,0.64,0.16,0.23,0.13,0.61,0.48,2.08,0.61,0.13,-2.13,0.21,0.22,183.02,409.09,3.45,3.1,21.53,226.08,215.31,0.44,0.05,0.12,204.55,226.08,215.31,0.65,409.09,36.89,161.48,-3.21,1,0.31,0.31,0.19,0.56,0.75,21.53,0.25,0.18,0.22
R,1,2015-02-15 1658_MZ000401-DAYAK_LC_WE_8.WAV,16,HU,2015-02-15 1658_MZ000401-DAYAK_LC_WE.txt,8,p,17.61513059,18.33099777,50,1500,2015-02-15 1658_MZ000401-DAYAK_LC_WE.WAV,DAYAK,0.55,0.29,3.08,14.86,0.9,0.87,0.78,0.43,0.43,0.13,1.05,0.92,4.28,0.57,0.53,-0.05,0.51,0.72,258.38,807.42,5.12,4.38,193.78,549.05,398.33,0.82,0.55,0.62,290.67,484.45,398.33,0.26,1033.5,59.34,258.38,-76.98,14,0.9,0.12,0.07,0.9,0.95,193.78,0.78,0.25,1.5
I,NA,2015-02-15 1658_MZ000401-DAYAK_LC_WE_15.WAV,812,LR,2015-02-15 1658_MZ000401-DAYAK_LC_WE.txt,15,y,35.44886844,36.70163601,50,1000,2015-02-15 1658_MZ000401-DAYAK_LC_WE.WAV,DAYAK,0.46,0.23,4.59,33.93,0.91,0.87,0.79,0.41,0.32,0.06,0.61,0.55,9.6,0.2,0.28,0.06,0.28,1.25,204.55,592.11,3.92,3.15,32.3,387.56,290.67,0.75,0.13,0.73,279.91,312.2,290.67,0.22,581.34,36.89,183.02,-35.28,18,0.75,0.69,0.32,0.8,0.91,32.3,0.1,0.18,0.29
I,2,2015-02-15 1658_MZ000401-DAYAK_LC_WE_21.WAV,812,SI,2015-02-15 1658_MZ000401-DAYAK_LC_WE.txt,21,y,43.72439046,44.11486347,50,1000,2015-02-15 1658_MZ000401-DAYAK_LC_WE.WAV,DAYAK,0.33,0.15,2.07,6.85,0.86,0.87,0.74,0.31,0.29,0.13,0.46,0.33,5.33,0.35,0.28,-0.19,0.24,0.39,193.78,441.39,4.29,3.16,53.83,247.61,258.38,0.39,0.12,0.28,236.84,290.67,258.38,0.34,441.39,32.08,172.25,-33.68,7,0.21,0.23,0.11,0.54,0.84,53.83,0.32,0.13,0.26
R,NA,2015-02-16 1016_MZ000402-DAYAK_LC_WE_2.WAV,812,LR,2015-02-16 1016_MZ000402-DAYAK_LC_WE.txt,2,y,1.913953165,2.173703952,50,1000,2015-02-16 1016_MZ000402-DAYAK_LC_WE.WAV,DAYAK,0.39,0.15,3.38,15.47,0.83,0.88,0.74,0.35,0.37,0.2,0.42,0.22,3.5,0.42,0.39,-0.14,0.4,0.26,226.08,409.09,4.02,3.49,53.83,183.02,376.8,0.46,0.07,0.16,344.5,398.33,387.56,-0.09,398.33,28.87,183.02,-8.02,3,0.35,0.32,0.16,0.62,0.81,53.83,0.3,0.23,0.39
R,1,2015-02-16 1016_MZ000402-DAYAK_LC_WE_15.WAV,16,HR,2015-02-16 1016_MZ000402-DAYAK_LC_WE.txt,15,y,21.18554687,22.20746115,50,1000,2015-02-16 1016_MZ000402-DAYAK_LC_WE.WAV,DAYAK,0.55,0.2,1.36,4.92,0.93,0.87,0.81,0.48,0.47,0.06,0.72,0.66,5.56,0.06,0.28,0.22,0.28,1.02,236.84,635.17,5.13,3.19,215.31,398.33,333.73,0.32,0.72,0.86,269.14,484.45,258.38,0.05,667.47,52.93,226.08,-41.7,5,0.09,0.1,0.06,0.81,0.91,215.31,0.71,0.24,0.62
I,NA,2015-02-16 1016_MZ000402-DAYAK_LC_WE_18.WAV,812,IN,2015-02-16 1016_MZ000402-DAYAK_LC_WE.txt,18,y,27.97122615,29.07858476,50,1000,2015-02-16 1016_MZ000402-DAYAK_LC_WE.WAV,DAYAK,0.41,0.19,3.59,21.35,0.87,0.87,0.76,0.31,0.33,0.06,0.97,0.92,8.08,0.06,0.42,0.33,0.24,1.11,215.31,527.52,4.54,3.15,226.08,312.2,269.14,0.24,0.14,0.85,247.61,473.69,247.61,0.14,570.58,35.28,215.31,-38.49,11,0.23,0.21,0.15,0.34,0.91,226.08,0.13,0.17,0.32
I,NA,2015-02-16 1016_MZ000402-DAYAK_LC_WE_21.WAV,812,IN,2015-02-16 1016_MZ000402-DAYAK_LC_WE.txt,21,y,35.33900177,36.27726724,50,1000,2015-02-16 1016_MZ000402-DAYAK_LC_WE.WAV,DAYAK,0.35,0.17,1.74,5.78,0.9,0.87,0.78,0.38,0.34,0.06,0.72,0.66,9.28,0.24,0.35,0.12,0.28,0.94,161.48,495.22,4.66,3.23,96.89,333.73,269.14,0.35,0.38,0.56,247.61,344.5,247.61,-0.1,505.98,49.72,96.89,-38.49,10,0.27,0.26,0.17,0.66,0.77,96.89,0.4,0.09,0.35
I,2,2015-02-16 1016_MZ000402-DAYAK_LC_WE_25.WAV,812,SI,2015-02-16 1016_MZ000402-DAYAK_LC_WE.txt,25,y,42.40279765,42.89837481,50,1000,2015-02-16 1016_MZ000402-DAYAK_LC_WE.WAV,DAYAK,0.31,0.15,2.24,7.55,0.86,0.87,0.75,0.32,0.28,0.06,0.46,0.4,4.55,0.35,0.06,-0.59,0.28,0.5,172.25,419.86,4.11,3.03,43.06,247.61,258.38,0.34,0.11,0.37,236.84,279.91,247.61,-0.13,441.39,43.3,150.72,-32.08,5,0.33,0.27,0.11,0.49,0.86,43.06,0.22,0.12,0.3
S,NA,2015-02-16 1016_MZ000402-DAYAK_LC_WE_33.WAV,812,SI,2015-02-16 1016_MZ000402-DAYAK_LC_WE.txt,33,y,56.73909495,56.96125022,50,1000,2015-02-16 1016_MZ000402-DAYAK_LC_WE.WAV,DAYAK,0.39,0.18,2.69,9.34,0.83,0.89,0.74,0.39,0.31,0.24,0.39,0.15,1.25,0.35,0.24,-0.5,0.28,0.22,215.31,645.94,4.28,3.25,53.83,430.63,269.14,0.63,0.06,0.15,247.61,301.44,247.61,-0.45,366.03,8.02,215.31,-1.6,1,0.75,0.47,0.19,0.75,0.88,53.83,0.28,0.24,0.33
S,NA,2015-02-16 1016_MZ000402-DAYAK_LC_WE_35.WAV,616,SI,2015-02-16 1016_MZ000402-DAYAK_LC_WE.txt,35,y,58.69373762,58.97057728,50,1000,2015-02-16 1016_MZ000402-DAYAK_LC_WE.WAV,DAYAK,0.35,0.18,3.11,11.92,0.81,0.88,0.71,0.36,0.28,0.2,0.35,0.15,1.75,0.28,0.24,-0.13,0.28,0.28,204.55,376.8,4.01,3.1,43.06,172.25,258.38,0.56,0.07,0.17,236.84,279.91,247.61,-0.43,333.73,1.6,193.78,-1.6,2,0.61,0.41,0.2,0.66,0.8,43.06,0.24,0.2,0.31
R,1,2015-02-18 1719_MZ000417-DAYAK_LC_WE_11.WAV,152,HR,2015-02-18 1719_MZ000417-DAYAK_LC_WE.txt,11,p,18.40133281,19.50259128,50,1500,2015-02-18 1719_MZ000417-DAYAK_LC_WE.WAV,DAYAK,0.77,0.28,3.12,16.29,0.93,0.87,0.81,0.53,0.61,0.06,1.08,1.03,10.82,0.06,0.61,0.5,0.81,1.1,236.84,1022.73,5.9,4.31,495.22,785.89,452.16,0.47,0.79,0.91,279.91,775.13,269.14,0.34,1119.63,60.5,226.08,-57.01,21,0.12,0.13,0.07,0.85,0.9,495.22,0.72,0.23,0.8
S,2,2015-02-18 1719_MZ000417-DAYAK_LC_WE_25.WAV,616,SI,2015-02-18 1719_MZ000417-DAYAK_LC_WE.txt,25,y,48.08797573,48.7925,50,1000,2015-02-18 1719_MZ000417-DAYAK_LC_WE.WAV,DAYAK,0.29,0.12,2.21,8.24,0.85,0.87,0.74,0.19,0.25,0.06,0.46,0.4,6.18,0.28,0.06,-0.31,0.24,0.7,193.78,430.63,4.02,2.98,53.83,236.84,247.61,0.24,0.08,0.37,226.08,279.91,236.84,-0.39,333.73,16.29,64.59,-18.62,4,0.21,0.2,0.11,0.32,0.64,53.83,0.12,0.08,0.3
S,2,2015-02-18 1719_MZ000417-DAYAK_LC_WE_31.WAV,812,SI,2015-02-18 1719_MZ000417-DAYAK_LC_WE.txt,31,y,57.22445737,57.85797703,50,1000,2015-02-18 1719_MZ000417-DAYAK_LC_WE.WAV,DAYAK,0.29,0.12,2.36,9.03,0.85,0.87,0.73,0.19,0.26,0.06,0.46,0.4,9.91,0.39,0.06,-0.52,0.24,0.63,193.78,430.63,3.94,3.19,43.06,236.84,247.61,0.24,0.06,0.32,226.08,269.14,236.84,-0.1,441.39,30.25,161.48,-18.62,7,0.22,0.19,0.1,0.29,0.62,43.06,0.1,0.08,0.28
S,2,2015-02-18 1719_MZ000417-DAYAK_LC_WE_33.WAV,812,SI,2015-02-18 1719_MZ000417-DAYAK_LC_WE.txt,33,y,59.55618114,59.97951437,50,1000,2015-02-18 1719_MZ000417-DAYAK_LC_WE.WAV,DAYAK,0.3,0.12,2.25,8.02,0.83,0.87,0.72,0.2,0.27,0.06,0.46,0.4,7,0.39,0.06,-0.78,0.24,0.42,193.78,430.63,4,3.25,43.06,236.84,247.61,0.31,0.06,0.23,226.08,269.14,236.84,-0.65,441.39,15.13,75.36,-19.78,4,0.31,0.27,0.16,0.4,0.71,43.06,0.13,0.09,0.29
S,2,2015-02-18 1719_MZ000417-DAYAK_LC_WE_43.WAV,616,SI,2015-02-18 1719_MZ000417-DAYAK_LC_WE.txt,43,y,70.63956419,70.88527509,85,1000,2015-02-18 1719_MZ000417-DAYAK_LC_WE.WAV,DAYAK,0.3,0.14,2.88,11.12,0.82,0.89,0.73,0.27,0.25,0.17,0.46,0.29,2.75,0.39,0.24,-0.6,0.21,0.25,172.25,387.56,3.86,3.29,43.06,215.31,215.31,0.31,0.06,0.15,193.78,236.84,215.31,-0.19,269.14,12.8,150.72,-2.33,2,0.27,0.23,0.15,0.46,0.77,43.06,0.23,0.16,0.22
R,1,2015-02-22 0923_MZ000421-HELIUM_LC_WE_24.WAV,152,VO,2015-02-22 0923_MZ000421-HELIUM_LC_WE.txt,24,p,85.67923938,86.30221031,50,1500,2015-02-22 0923_MZ000421-HELIUM_LC_WE.WAV,HELIUM,0.83,0.33,4.87,36.21,0.89,0.87,0.77,0.46,0.73,0.13,1.3,1.18,5.66,0.57,0.61,0.06,0.43,0.62,322.97,1173.45,5.58,3.77,344.5,850.48,624.41,0.81,0.35,0.5,430.63,775.13,398.33,0.26,1194.98,124.61,183.02,-71.21,11,0.92,0.33,0.14,0.89,0.95,344.5,0.57,0.22,1.17
R,1,2015-02-22 0923_MZ000421-HELIUM_LC_WE_26.WAV,152,HR,2015-02-22 0923_MZ000421-HELIUM_LC_WE.txt,26,p,88.707364,89.32210183,50,1500,2015-02-22 0923_MZ000421-HELIUM_LC_WE.WAV,HELIUM,0.82,0.32,4.34,28.85,0.88,0.87,0.76,0.4,0.74,0.06,1.27,1.21,5.45,0.06,0.42,0.6,0.47,0.61,344.5,1194.98,5.34,3.65,279.91,850.48,699.77,0.8,0.2,0.49,462.92,742.83,721.3,0.14,1205.75,126.59,183.02,-75.16,11,0.81,0.53,0.15,0.86,0.96,279.91,0.33,0.25,1.19
R,1,2015-02-22 0923_MZ000421-HELIUM_LC_WE_27.WAV,152,HR,2015-02-22 0923_MZ000421-HELIUM_LC_WE.txt,27,p,90.19110342,90.78659812,50,1500,2015-02-22 0923_MZ000421-HELIUM_LC_WE.WAV,HELIUM,0.8,0.31,2.1,7.54,0.91,0.87,0.79,0.47,0.56,0.09,1.19,1.1,8.93,0.35,0.42,0.12,0.51,0.6,279.91,1033.5,5.36,4.16,258.38,753.59,667.47,0.81,0.38,0.51,462.92,721.3,710.53,0.22,1496.42,187.91,258.38,-124.61,21,0.81,0.19,0.08,0.83,0.95,258.38,0.65,0.27,1.18
R,NA,2015-02-22 0923_MZ000421-HELIUM_LC_WE_29.WAV,16,HR,2015-02-22 0923_MZ000421-HELIUM_LC_WE.txt,29,y,93.13951049,93.95102105,50,1000,2015-02-22 0923_MZ000421-HELIUM_LC_WE.WAV,HELIUM,0.49,0.08,3.15,13.57,0.77,0.87,0.67,0.1,0.45,0.06,0.61,0.55,8.27,0.06,0.28,0.27,0.51,0.81,441.39,559.81,3.81,3.1,43.06,118.42,505.98,0.59,0.1,0.3,484.45,527.52,516.75,0.4,559.81,49.45,107.66,-47.47,19,0.59,0.52,0.41,0.65,0.78,43.06,0.13,0.17,0.55
R,1,2015-02-22 0923_MZ000421-HELIUM_LC_WE_31.WAV,16,HR,2015-02-22 0923_MZ000421-HELIUM_LC_WE.txt,31,y,96.76348085,97.66088831,50,1000,2015-02-22 0923_MZ000421-HELIUM_LC_WE.WAV,HELIUM,0.48,0.08,4.43,30.31,0.78,0.87,0.68,0.11,0.45,0.06,0.94,0.88,6.33,0.06,0.13,0.08,0.51,0.9,387.56,527.52,3.74,3.03,43.06,139.95,495.22,0.64,0.27,0.47,462.92,505.98,495.22,0.4,559.81,47.47,161.48,-41.54,12,0.64,0.41,0.31,0.71,0.84,43.06,0.3,0.18,0.56
I,2,2015-02-22 0923_MZ000421-HELIUM_LC_WE_37.WAV,616,LR,2015-02-22 0923_MZ000421-HELIUM_LC_WE.txt,37,y,104.49583,105.1100325,50,1000,2015-02-22 0923_MZ000421-HELIUM_LC_WE.WAV,HELIUM,0.3,0.17,5.57,39.56,0.78,0.87,0.68,0.26,0.21,0.17,0.46,0.29,5.75,0.24,0.17,-0.12,0.21,0.61,161.48,344.5,3.07,3.05,21.53,183.02,193.78,0.35,0.14,0.35,183.02,204.55,193.78,0.11,279.91,25.71,129.19,-25.71,7,0.41,0.22,0.09,0.46,0.66,21.53,0.23,0.09,0.2
S,2,2015-02-22 0923_MZ000421-HELIUM_LC_WE_39.WAV,616,SI,2015-02-22 0923_MZ000421-HELIUM_LC_WE.txt,39,y,106.8040229,107.1852922,50,1000,2015-02-22 0923_MZ000421-HELIUM_LC_WE.WAV,HELIUM,0.3,0.21,2,6.47,0.87,0.87,0.76,0.4,0.18,0.06,0.42,0.37,4.6,0.28,0.06,-0.58,0.21,0.38,139.95,290.67,3.74,3.5,32.3,150.72,193.78,0.13,0.05,0.21,183.02,215.31,204.55,-0.03,279.91,25.71,86.13,-25.71,7,0.1,0.09,0.04,0.22,0.61,32.3,0.13,0.1,0.2
S,2,2015-02-22 0923_MZ000421-HELIUM_LC_WE_43.WAV,616,SI,2015-02-22 0923_MZ000421-HELIUM_LC_WE.txt,43,y,112.2739304,112.6529,50,1000,2015-02-22 0923_MZ000421-HELIUM_LC_WE.WAV,HELIUM,0.29,0.21,2.89,11.81,0.86,0.87,0.75,0.43,0.19,0.06,0.31,0.26,2.43,0.31,0.06,-0.68,0.21,0.38,129.19,312.2,4,3.7,43.06,183.02,204.55,0.28,0.05,0.19,183.02,226.08,204.55,-0.12,279.91,33.63,64.59,-3.96,2,0.25,0.2,0.1,0.35,0.61,43.06,0.14,0.09,0.22
I,NA,2015-02-24 0508_MZ000432-TOMI_LC_WE_3.WAV,812,LR,2015-02-24 0508_MZ000432-TOMI_LC_WE.txt,3,y,13.88419116,14.42570733,50,1000,2015-02-24 0508_MZ000432-TOMI_LC_WE.WAV,TOMI,0.41,0.17,5.12,31.02,0.77,0.87,0.67,0.33,0.37,0.13,0.83,0.7,5.05,0.42,0.42,0,0.36,0.54,322.97,409.09,2.52,2.08,43.06,86.13,366.03,0.21,0.11,0.45,344.5,387.56,387.56,0,409.09,56.51,193.78,-5.65,5,0.16,0.16,0.09,0.36,0.93,43.06,0.21,0.18,0.39
I,1,2015-02-24 0508_MZ000432-TOMI_LC_WE_12.WAV,16,HR,2015-02-24 0508_MZ000432-TOMI_LC_WE.txt,12,y,25.53865839,26.10959321,50,1500,2015-02-24 0508_MZ000432-TOMI_LC_WE.WAV,TOMI,0.58,0.35,2.94,14.65,0.91,0.87,0.79,0.54,0.38,0.2,1.27,1.07,8.28,0.24,0.31,0.13,0.32,0.57,193.78,602.88,4.16,3.61,193.78,409.09,322.97,0.81,0.25,0.48,279.91,473.69,301.44,0.65,581.34,79.12,172.25,-79.12,22,0.85,0.42,0.07,0.86,0.92,193.78,0.44,0.2,0.32
R,1,2015-02-24 0508_MZ000432-TOMI_LC_WE_16.WAV,16,HR,2015-02-24 0508_MZ000432-TOMI_LC_WE.txt,16,p,32.04729275,32.7657746,50,1500,2015-02-24 0508_MZ000432-TOMI_LC_WE.WAV,TOMI,0.52,0.26,2.92,13.09,0.88,0.87,0.76,0.38,0.42,0.06,0.61,0.55,10.33,0.2,0.24,0.05,0.24,0.72,193.78,581.34,4.25,3.36,279.91,387.56,409.09,0.62,0.27,0.62,258.38,538.28,236.84,0.45,581.34,84.77,193.78,-79.12,21,0.94,0.45,0.07,0.83,0.94,279.91,0.38,0.2,0.57
I,NA,2015-02-24 0508_MZ000432-TOMI_LC_WE_30.WAV,812,SI,2015-02-24 0508_MZ000432-TOMI_LC_WE.txt,30,y,49.23981367,50.1148,50,1000,2015-02-24 0508_MZ000432-TOMI_LC_WE.WAV,TOMI,0.3,0.14,4.45,26.41,0.79,0.87,0.68,0.2,0.27,0.06,0.5,0.44,3.42,0.31,0.06,-0.29,0.24,0.88,193.78,452.16,2.92,2.27,43.06,258.38,236.84,0.59,0.24,0.53,215.31,258.38,215.31,0.3,473.69,79.12,150.72,-45.21,8,0.69,0.39,0.14,0.67,0.75,43.06,0.28,0.09,0.29
S,NA,2015-02-24 0508_MZ000432-TOMI_LC_WE_32.WAV,812,SI,2015-02-24 0508_MZ000432-TOMI_LC_WE.txt,32,y,51.30002039,52.0191,50,1000,2015-02-24 0508_MZ000432-TOMI_LC_WE.WAV,TOMI,0.29,0.19,3.15,14.06,0.87,0.87,0.75,0.39,0.24,0.06,0.94,0.88,3.83,0.28,0.06,-0.31,0.24,0.72,172.25,279.91,2.93,2.58,43.06,107.66,236.84,0.23,0.14,0.48,215.31,258.38,215.31,0.67,753.59,180.85,64.59,-33.91,7,0.25,0.11,0.04,0.32,0.71,43.06,0.2,0.08,0.26
