meanfreq,sd,skew,kurt,sp.ent,time.ent,entropy,sfm,meandom,mindom,maxdom,dfrange,modindx,startdom,enddom,dfslope,meanpeakf,Delta.Time.s,Freq.5%.Hz,Freq.95%.Hz,Agg.Entropy.bits,Avg.Entropy.bits,BW.50%.Hz,BW.90%.Hz,Center.Freq.Hz,Center.Time.Rel.,Dur.50%.s,Dur.90%.s,Freq.25%.Hz,Freq.75%.Hz,Peak.Freq.Hz,PFC.Avg.Slope.Hz/ms,PFC.Max.Freq.Hz,PFC.Max.Slope.Hz/ms,PFC.Min.Freq.Hz,PFC.Min.Slope.Hz/ms,PFC.Num.Inf.Pts,Peak.Time.Relative,Time.25%.Rel.,Time.5%.Rel.,Time.75%.Rel.,Time.95%.Rel.,Freq_IQR,Time_IQR,F0_min,F0_max,Pulse.Type,member_V1,member_V2,Typicality(d),Cluster,Typical,Atypical,Cluster_Typical,Cluster_Atypical
0.28,0.19,7.26,60.1,0.7,0.93,0.65,0.26,0.2,0.18,0.22,0.04,1,0.22,0.18,-0.16,0.16,0.27,177.63,226.08,3.05,3.33,10.77,48.45,188.4,0.44,0.07,0.16,183.02,193.78,188.4,-0.11,220.7,1.14,177.63,-1.9,1,0.5,0.33,0.17,0.61,0.78,10.77,0.28,0.18,0.21,SI,0.045218349,0.954781651,0.909563302,2,FALSE,FALSE,NA,NA
0.27,0.14,3.93,21.31,0.83,0.85,0.71,0.23,0.23,0.06,0.33,0.27,3.32,0.33,0.06,-0.36,0.21,0.76,193.78,306.82,4.24,3.71,26.91,113.04,220.7,0.32,0.18,0.44,209.93,236.84,215.31,-0.13,322.97,10.65,102.27,-7.23,3,0.3,0.26,0.19,0.51,0.77,26.91,0.25,0.1,0.32,SI,0.000125559,0.999874441,0.999748882,2,TRUE,FALSE,2,NA
0.26,0.14,3.21,15.27,0.84,0.85,0.71,0.23,0.2,0.06,0.32,0.26,4.38,0.29,0.06,-0.33,0.2,0.68,129.19,317.59,4.69,3.91,32.3,188.4,226.08,0.21,0.27,0.41,209.93,242.23,220.7,-0.08,285.29,11.41,86.13,-7.23,4,0.17,0.17,0.09,0.57,0.7,32.3,0.4,0.08,0.27,SI,3.55E-05,0.999964476,0.999928952,2,TRUE,FALSE,2,NA
0.27,0.14,2.33,8.85,0.84,0.87,0.73,0.26,0.2,0.1,0.29,0.18,2.06,0.2,0.1,-0.21,0.2,0.46,107.66,382.18,5.12,4.22,48.45,274.52,215.31,0.52,0.24,0.34,188.4,236.84,226.08,0.09,274.52,9.51,96.89,-6.85,3,0.65,0.13,0,0.68,0.77,48.45,0.55,0.09,0.19,SI,0.000944611,0.999055389,0.998110777,2,TRUE,FALSE,2,NA
0.26,0.1,3.36,17.95,0.88,0.86,0.75,0.38,0.2,0.1,0.27,0.17,2.25,0.21,0.1,-0.19,0.18,0.56,188.4,279.91,3.47,3.7,10.77,91.51,209.93,0.21,0.08,0.4,204.55,215.31,209.93,0.02,279.91,8.37,161.48,-1.52,3,0.18,0.13,0.08,0.29,0.82,10.77,0.16,0.03,0.21,SI,0.000134228,0.999865772,0.999731543,2,TRUE,FALSE,2,NA
0.28,0.11,2.68,10.45,0.79,0.95,0.74,0.27,0.2,0.19,0.23,0.04,1.25,0.22,0.19,-0.16,0.18,0.21,183.02,387.56,4.44,4.11,43.06,204.55,209.93,0.38,0.06,0.13,188.4,231.46,188.4,0.06,220.7,2.66,183.02,-2.28,2,0.46,0.23,0.15,0.54,0.85,43.06,0.31,0.18,0.21,SI,0.02848381,0.97151619,0.94303238,2,FALSE,FALSE,NA,NA
0.24,0.12,2.91,10.97,0.81,0.85,0.69,0.18,0.19,0.12,0.3,0.17,1.75,0.3,0.23,-0.08,0.16,0.84,150.72,306.82,4.99,3.32,48.45,156.1,199.16,0.31,0.13,0.51,183.02,231.46,193.78,-0.25,301.44,8.75,96.89,-9.13,4,0.31,0.22,0.08,0.37,0.69,48.45,0.15,0.1,0.29,SI,9.15E-05,0.999908479,0.999816957,2,TRUE,FALSE,2,NA
0.3,0.21,3.09,14.97,0.86,0.9,0.77,0.43,0.18,0.11,0.26,0.15,3.57,0.2,0.11,-0.26,0.15,0.33,118.42,312.2,4.84,3.98,37.68,193.78,183.02,0.23,0.07,0.23,166.87,204.55,166.87,-0.34,204.55,0,102.27,-1.9,0,0.27,0.14,0.05,0.36,0.77,37.68,0.23,0.11,0.18,SI,0.000143209,0.999856791,0.999713582,2,TRUE,FALSE,2,NA
0.27,0.16,2.11,6.76,0.86,0.85,0.73,0.31,0.22,0.09,0.32,0.23,2.24,0.27,0.09,-0.26,0.17,0.72,156.1,317.59,5.04,3.95,53.83,161.48,204.55,0.27,0.1,0.42,177.63,231.46,183.02,-0.09,312.2,10.65,75.36,-10.65,6,0.24,0.2,0.06,0.35,0.67,53.83,0.14,0.07,0.28,SI,1.98E-05,0.999980174,0.999960348,2,TRUE,FALSE,2,NA
0.26,0.15,2.46,8.76,0.85,0.85,0.72,0.3,0.24,0.17,0.64,0.47,2.41,0.33,0.39,0.08,0.17,0.76,161.48,317.59,4.88,3.77,48.45,156.1,199.16,0.26,0.1,0.45,183.02,231.46,188.4,-0.14,322.97,9.89,69.98,-6.85,4,0.26,0.23,0.08,0.36,0.68,48.45,0.13,0.07,0.32,SI,0.000351972,0.999648028,0.999296057,2,TRUE,FALSE,2,NA
0.23,0.1,2.75,9.51,0.76,0.94,0.71,0.24,0.19,0.17,0.21,0.04,1,0.21,0.17,-0.19,0.16,0.23,161.48,301.44,4.16,3.95,32.3,139.95,188.4,0.47,0.04,0.13,172.25,204.55,172.25,0.46,296.06,9.51,161.48,-1.14,2,0.53,0.33,0.2,0.53,0.8,32.3,0.2,0.16,0.21,SI,0.020236956,0.979763044,0.959526088,2,FALSE,FALSE,NA,NA
0.23,0.1,2.47,7.92,0.78,0.94,0.73,0.28,0.19,0.17,0.23,0.06,1,0.23,0.17,-0.28,0.16,0.23,156.1,296.06,4.33,4.25,37.68,139.95,188.4,0.47,0.04,0.1,166.87,204.55,166.87,0.41,290.67,9.13,161.48,-1.52,2,0.6,0.4,0.27,0.6,0.73,37.68,0.2,0.16,0.22,SI,0.027100168,0.972899832,0.945799665,2,FALSE,FALSE,NA,NA
0.23,0.13,2.52,8.52,0.85,0.87,0.74,0.39,0.15,0.1,0.21,0.11,1.9,0.21,0.2,-0.02,0.13,0.45,123.81,252.99,4.47,3.72,26.91,129.19,172.25,0.29,0.08,0.25,156.1,183.02,172.25,-0.1,204.55,4.95,91.51,-1.52,1,0.26,0.19,0.06,0.39,0.65,26.91,0.19,0.09,0.2,SI,1.26E-05,0.999987392,0.999974785,2,TRUE,FALSE,2,NA
0.22,0.1,2.37,8.2,0.85,0.85,0.72,0.26,0.2,0.06,0.34,0.28,2.73,0.33,0.06,-0.32,0.14,0.83,134.57,322.97,4.84,3.39,37.68,188.4,183.02,0.33,0.1,0.5,166.87,204.55,177.63,-0.29,328.35,8.37,91.51,-7.99,4,0.32,0.28,0.11,0.4,0.72,37.68,0.12,0.1,0.33,SI,3.80E-05,0.999962029,0.999924059,2,TRUE,FALSE,2,NA
0.19,0.07,1.62,4.27,0.86,0.89,0.77,0.38,0.15,0.06,0.19,0.13,1,0.19,0.06,-0.39,0.13,0.33,139.95,209.93,3.88,3.98,16.15,69.98,183.02,0.18,0.06,0.13,172.25,188.4,183.02,0.02,188.4,5.33,86.13,-0.76,1,0.14,0.09,0.05,0.27,0.45,16.15,0.18,0.08,0.18,SI,0.000264558,0.999735442,0.999470883,2,TRUE,FALSE,2,NA
0.23,0.15,2.93,11.44,0.79,0.86,0.69,0.2,0.18,0.08,0.32,0.24,1.82,0.32,0.08,-0.47,0.15,0.5,123.81,258.38,4.48,4.07,26.91,134.57,188.4,0.32,0.06,0.2,177.63,204.55,188.4,-0.55,344.5,0,80.74,-5.33,0,0.29,0.26,0.21,0.38,0.62,26.91,0.12,0.08,0.31,SI,0.000130506,0.999869494,0.999738988,2,TRUE,FALSE,2,NA
0.23,0.15,2.48,8.3,0.81,0.87,0.7,0.24,0.16,0.11,0.24,0.13,2,0.24,0.18,-0.14,0.15,0.46,118.42,231.46,4.29,3.88,26.91,113.04,188.4,0.25,0.06,0.21,172.25,199.16,188.4,-0.08,236.84,7.99,80.74,-2.28,1,0.22,0.19,0.13,0.31,0.59,26.91,0.13,0.08,0.2,SI,1.87E-05,0.999981285,0.99996257,2,TRUE,FALSE,2,NA
0.22,0.15,2.54,8.69,0.79,0.89,0.7,0.23,0.14,0.08,0.21,0.13,1,0.21,0.08,-0.35,0.14,0.37,123.81,220.7,4.34,3.78,32.3,96.89,188.4,0.2,0.06,0.2,172.25,204.55,188.4,-0.4,209.93,6.09,69.98,-7.23,2,0.2,0.16,0.08,0.32,0.64,32.3,0.16,0.09,0.2,SI,3.15E-05,0.999968506,0.999937011,2,TRUE,FALSE,2,NA
0.19,0.1,2.77,10.87,0.78,0.94,0.73,0.24,0.12,0.1,0.13,0.03,1,0.13,0.1,-0.14,0.11,0.24,96.89,220.7,4.39,4.09,59.21,123.81,118.42,0.44,0.06,0.13,107.66,166.87,107.66,0,177.63,7.61,69.98,-3.04,1,0.56,0.31,0.19,0.56,0.75,59.21,0.25,0.1,0.13,SI,0.003655978,0.996344022,0.992688044,2,TRUE,FALSE,2,NA
0.27,0.17,2.53,8.8,0.86,0.85,0.73,0.35,0.19,0.06,0.32,0.26,3.67,0.32,0.06,-0.37,0.17,0.69,129.19,306.82,5.09,3.68,48.45,177.63,193.78,0.31,0.07,0.38,172.25,220.7,183.02,-0.33,312.2,0,91.51,-4.95,0,0.33,0.27,0.13,0.38,0.69,48.45,0.1,0.09,0.31,SI,3.58E-05,0.999964156,0.999928312,2,TRUE,FALSE,2,NA
0.23,0.14,3.23,13.04,0.78,0.86,0.67,0.2,0.18,0.1,0.31,0.2,1.63,0.31,0.23,-0.14,0.17,0.51,145.34,242.23,4.44,3.87,26.91,96.89,188.4,0.37,0.07,0.21,177.63,204.55,188.4,-0.22,269.14,5.71,86.13,-1.52,2,0.37,0.31,0.17,0.46,0.6,26.91,0.14,0.08,0.24,SI,0.000115063,0.999884937,0.999769874,2,TRUE,FALSE,2,NA
0.2,0.11,2.29,7.18,0.79,0.9,0.71,0.24,0.14,0.1,0.21,0.11,2.4,0.18,0.11,-0.21,0.13,0.27,118.42,209.93,4.17,3.96,21.53,91.51,166.87,0.22,0.04,0.13,156.1,177.63,166.87,-0.25,172.25,0,107.66,-1.14,0,0.17,0.17,0.06,0.33,0.56,21.53,0.17,0.1,0.18,SI,0.000107101,0.999892899,0.999785798,2,TRUE,FALSE,2,NA
0.21,0.07,1.24,4.71,0.93,0.86,0.8,0.56,0.21,0.11,0.31,0.19,5.11,0.26,0.2,-0.12,0.17,0.53,134.57,290.67,4.69,3.94,53.83,156.1,188.4,0.27,0.07,0.3,177.63,231.46,183.02,-0.12,296.06,10.27,69.98,-9.51,3,0.27,0.22,0.11,0.35,0.68,53.83,0.14,0.07,0.25,SI,0.000732573,0.999267427,0.998534855,2,TRUE,FALSE,2,NA
0.22,0.07,1.16,3.04,0.87,0.94,0.82,0.46,0.21,0.16,0.3,0.14,1.38,0.2,0.29,0.38,0.15,0.23,145.34,301.44,4.63,4.22,43.06,156.1,183.02,0.4,0.06,0.13,166.87,209.93,183.02,-0.18,290.67,9.89,150.72,-9.51,3,0.33,0.27,0.13,0.53,0.73,43.06,0.27,0.14,0.19,SI,0.018101477,0.981898523,0.963797046,2,FALSE,FALSE,NA,NA
0.21,0.08,2,8.33,0.92,0.94,0.86,0.65,0.15,0.08,0.26,0.18,2.53,0.24,0.08,-0.72,0.23,0.22,96.89,306.82,5.02,4.68,134.57,209.93,156.1,0.33,0.04,0.11,107.66,242.23,107.66,-0.86,236.84,0.38,53.83,-8.75,2,0.4,0.27,0.13,0.47,0.67,134.57,0.2,0.08,0.11,SI,0.023695191,0.976304809,0.952609617,2,FALSE,FALSE,NA,NA
0.31,0.16,3.35,16.81,0.87,0.85,0.74,0.3,0.23,0.1,0.33,0.23,4.81,0.29,0.1,-0.19,0.18,0.98,172.25,436.01,4.97,3.8,37.68,263.76,209.93,0.28,0.23,0.59,193.78,231.46,209.93,0.02,322.97,11.41,96.89,-11.41,10,0.24,0.21,0.12,0.44,0.74,37.68,0.24,0.09,0.28,SI,0.000260787,0.999739213,0.999478427,2,TRUE,FALSE,2,NA
0.27,0.14,2.04,6.55,0.86,0.85,0.73,0.26,0.2,0.11,0.34,0.23,4.52,0.34,0.11,-0.29,0.15,0.78,145.34,382.18,5.34,4.06,107.66,236.84,204.55,0.26,0.13,0.54,188.4,296.06,199.16,-0.33,344.5,0,91.51,-5.71,0,0.24,0.2,0.06,0.37,0.76,107.66,0.17,0.1,0.33,SI,0.000133128,0.999866872,0.999733745,2,TRUE,FALSE,2,NA
0.28,0.16,1.88,6.65,0.89,0.85,0.76,0.37,0.18,0.08,0.3,0.22,3.1,0.3,0.08,-0.28,0.18,0.76,123.81,366.03,5.56,4.55,69.98,242.23,215.31,0.21,0.11,0.47,183.02,252.99,204.55,-0.31,296.06,8.75,64.59,-9.89,4,0.19,0.17,0.08,0.32,0.7,69.98,0.15,0.08,0.28,SI,0.000110187,0.999889813,0.999779625,2,TRUE,FALSE,2,NA
0.3,0.2,1.5,4.52,0.9,0.86,0.77,0.43,0.17,0.06,0.34,0.28,1.88,0.29,0.06,-0.4,0.21,0.56,129.19,387.56,5.46,5.07,59.21,258.38,231.46,0.23,0.07,0.24,209.93,269.14,226.08,-0.05,279.91,11.79,75.36,-11.79,7,0.18,0.18,0.1,0.31,0.54,59.21,0.13,0.01,0.27,SI,0.000696876,0.999303124,0.998606248,2,TRUE,FALSE,2,NA
0.31,0.21,1.74,5.67,0.88,0.95,0.83,0.43,0.23,0.1,0.33,0.23,1.67,0.33,0.25,-0.38,0.25,0.2,107.66,398.33,5.74,5.37,145.34,290.67,263.76,0.15,0.04,0.13,177.63,322.97,322.97,0.35,387.56,10.27,102.27,-11.03,3,0.08,0.08,0,0.31,0.69,145.34,0.23,0.08,0.17,SI,0.052939518,0.947060482,0.894120964,2,FALSE,FALSE,NA,NA
0.3,0.18,1.64,5.42,0.87,0.94,0.82,0.4,0.23,0.09,0.33,0.24,2.18,0.31,0.33,0.1,0.24,0.22,129.19,403.71,5.8,5.41,129.19,274.52,252.99,0.14,0.04,0.13,188.4,317.59,193.78,0.98,392.95,22.06,80.74,-10.65,4,0,0.07,0,0.29,0.64,129.19,0.21,0.08,0.19,SI,0.061384349,0.938615651,0.877231302,2,FALSE,FALSE,NA,NA
0.21,0.14,2.9,14.32,0.89,0.85,0.76,0.44,0.11,0.07,0.29,0.22,7.6,0.09,0.09,0,0.06,0.74,64.59,290.67,4.99,4.62,166.87,226.08,91.51,0.51,0.25,0.54,75.36,242.23,80.74,-0.01,247.61,12.17,64.59,-12.93,6,0.57,0.31,0.12,0.67,0.86,166.87,0.35,0.06,0.09,SI,0.003547487,0.996452513,0.992905025,2,TRUE,FALSE,2,NA
0.21,0.14,3,13.98,0.87,0.86,0.75,0.4,0.12,0.07,0.27,0.2,3.05,0.11,0.07,-0.07,0.05,0.58,64.59,296.06,4.82,4.43,161.48,231.46,96.89,0.43,0.17,0.42,86.13,247.61,91.51,-0.06,263.76,11.03,64.59,-13.69,7,0.4,0.35,0.1,0.65,0.85,161.48,0.3,0.07,0.11,SI,0.000541958,0.999458042,0.998916085,2,TRUE,FALSE,2,NA
0.27,0.16,2.49,8.36,0.9,0.86,0.77,0.56,0.16,0.11,0.25,0.14,1,0.25,0.11,-0.21,0.13,0.65,123.81,279.91,5.06,3.38,53.83,156.1,177.63,0.28,0.2,0.48,150.72,204.55,172.25,-0.22,263.76,0.76,107.66,-1.14,1,0.28,0.2,0.13,0.5,0.87,53.83,0.3,0.11,0.24,SI,0.000541544,0.999458456,0.998916912,2,TRUE,FALSE,2,NA
0.26,0.14,2.96,11.66,0.85,0.88,0.75,0.45,0.18,0.13,0.25,0.12,1,0.25,0.13,-0.28,0.15,0.42,134.57,247.61,4.64,3.55,37.68,113.04,183.02,0.36,0.08,0.27,166.87,204.55,177.63,-0.23,242.23,1.9,123.81,-1.9,1,0.36,0.25,0.14,0.46,0.82,37.68,0.21,0.13,0.23,SI,9.92E-05,0.99990082,0.99980164,2,TRUE,FALSE,2,NA
0.28,0.14,1.54,4.67,0.88,0.85,0.75,0.27,0.2,0.06,0.33,0.27,9.2,0.31,0.13,-0.18,0.21,0.94,145.34,419.86,5.57,4.55,80.74,274.52,220.7,0.22,0.13,0.52,193.78,274.52,204.55,-0.09,306.82,11.03,80.74,-8.75,6,0.2,0.17,0.08,0.31,0.65,80.74,0.14,0.08,0.3,SI,0.000390208,0.999609792,0.999219584,2,TRUE,FALSE,2,NA
0.27,0.13,2.41,10.43,0.87,0.85,0.74,0.24,0.19,0.06,0.31,0.25,3.48,0.31,0.13,-0.24,0.2,0.71,113.04,419.86,5.15,4.34,48.45,306.82,215.31,0.24,0.07,0.38,199.16,247.61,209.93,-0.12,290.67,9.51,69.98,-9.51,3,0.22,0.2,0.12,0.31,0.67,48.45,0.1,0.08,0.3,SI,5.72E-05,0.999942766,0.999885532,2,TRUE,FALSE,2,NA
0.23,0.17,4.09,22.04,0.8,0.94,0.75,0.3,0.1,0.09,0.11,0.02,1,0.11,0.09,-0.1,0.08,0.22,86.13,306.82,4.89,4.13,123.81,220.7,113.04,0.27,0.08,0.16,96.89,220.7,118.42,-0.13,118.42,0.38,86.13,-1.14,1,0,0.07,0,0.47,0.73,123.8,0.4,0.08,0.11,SI,0.002694156,0.997305844,0.994611687,2,TRUE,FALSE,2,NA
0.26,0.22,4.55,30.86,0.84,0.88,0.75,0.37,0.1,0.08,0.25,0.17,1.25,0.12,0.25,0.33,0.07,0.39,80.74,344.5,5.24,4.52,129.19,263.76,118.42,0.15,0.13,0.28,102.27,231.46,118.42,0.32,236.84,11.79,69.98,-0.76,3,0.08,0.08,0,0.42,0.77,129.19,0.35,0.08,0.11,SI,0.000945252,0.999054748,0.998109496,2,TRUE,FALSE,2,NA
0.21,0.17,4.23,22.23,0.79,0.87,0.69,0.26,0.1,0.07,0.13,0.06,2.33,0.13,0.07,-0.15,0.07,0.42,86.13,333.73,5.1,3.96,134.57,247.61,118.42,0.18,0.08,0.24,102.27,236.84,113.04,-0.69,349.88,0.38,64.59,-15.6,1,0.18,0.11,0,0.32,0.61,134.57,0.21,0.01,0.12,SI,0.000196569,0.999803431,0.999606861,2,TRUE,FALSE,2,NA
0.33,0.19,2.98,12.58,0.86,0.85,0.73,0.32,0.27,0.16,0.39,0.24,3.82,0.39,0.26,-0.11,0.2,1.21,183.02,382.18,5.34,3.68,96.89,199.16,247.61,0.51,0.42,0.82,204.55,301.44,204.55,-0.13,387.56,12.93,86.13,-14.46,9,0.57,0.26,0.1,0.62,0.79,96.89,0.36,0.09,0.38,SI,0.075407253,0.924592747,0.849185494,2,FALSE,TRUE,NA,2
0.3,0.19,2.29,8.06,0.88,0.85,0.75,0.37,0.2,0.09,0.34,0.25,3.74,0.29,0.24,-0.04,0.18,1.07,161.48,344.5,4.95,3.64,48.45,183.02,204.55,0.19,0.24,0.71,188.4,236.84,199.16,-0.05,285.29,11.03,80.74,-6.85,3,0.18,0.14,0.07,0.36,0.74,48.45,0.23,0.08,0.28,SI,0.000174933,0.999825067,0.999650134,2,TRUE,FALSE,2,NA
0.3,0.19,2.38,9.13,0.87,0.89,0.77,0.38,0.19,0.09,0.26,0.17,2.88,0.21,0.25,0.12,0.18,0.35,156.1,317.59,4.25,4.49,21.53,161.48,204.55,0.13,0.06,0.21,193.78,215.31,204.55,-0.4,252.99,6.85,80.74,-7.61,4,0.09,0.09,0,0.26,0.65,21.53,0.17,0.08,0.2,SI,0.00012529,0.99987471,0.99974942,2,TRUE,FALSE,2,NA
0.33,0.2,1.69,5.84,0.91,0.85,0.78,0.46,0.2,0.06,0.46,0.4,4.54,0.25,0.06,-0.18,0.18,1.08,161.48,436.01,5.04,3.84,43.06,274.52,220.7,0.13,0.18,0.74,199.16,242.23,220.7,0.04,285.29,12.93,64.59,-12.17,5,0.11,0.09,0.04,0.26,0.72,43.06,0.17,0.06,0.24,SI,0.001063012,0.998936988,0.997873975,2,TRUE,FALSE,2,NA
0.31,0.2,1.38,4.08,0.9,0.85,0.77,0.4,0.19,0.06,0.32,0.26,2.92,0.23,0.06,-0.2,0.17,0.87,156.1,414.48,4.67,3.88,26.91,258.38,215.31,0.11,0.1,0.58,204.55,231.46,209.93,0.03,274.52,14.07,69.98,-9.89,6,0.11,0.07,0.03,0.18,0.7,26.91,0.11,0.07,0.22,SI,0.000262168,0.999737832,0.999475665,2,TRUE,FALSE,2,NA
0.25,0.17,3.36,15.23,0.8,0.88,0.71,0.26,0.16,0.1,0.23,0.13,1,0.23,0.1,-0.34,0.16,0.38,150.72,236.84,4.39,3.91,32.3,86.13,188.4,0.28,0.06,0.16,177.63,209.93,183.02,-0.4,226.08,0,86.13,-2.28,0,0.32,0.2,0.12,0.36,0.56,32.3,0.16,0.09,0.22,SI,4.23E-05,0.999957666,0.999915331,2,TRUE,FALSE,2,NA
0.24,0.17,2.02,5.89,0.82,0.91,0.75,0.29,0.13,0.1,0.19,0.09,1,0.19,0.1,-0.29,0.14,0.3,118.42,220.7,4.33,4.05,26.91,102.27,183.02,0.15,0.04,0.17,166.87,193.78,183.02,-0.34,183.02,0,86.13,-1.52,0,0.15,0.1,0,0.25,0.6,26.91,0.15,0.09,0.18,SI,0.000195749,0.999804251,0.999608501,2,TRUE,FALSE,2,NA
0.23,0.17,2.05,6.24,0.82,0.92,0.76,0.29,0.13,0.09,0.18,0.09,1,0.18,0.09,-0.32,0.12,0.27,102.27,247.61,4.84,4.11,37.68,145.34,166.87,0.22,0.06,0.17,145.34,183.02,161.48,-0.4,183.02,0,80.74,-1.14,0,0.22,0.17,0.06,0.39,0.72,37.68,0.22,0.09,0.17,SI,0.000321638,0.999678362,0.999356724,2,TRUE,FALSE,2,NA
0.24,0.18,2.13,6.56,0.83,0.9,0.75,0.3,0.13,0.09,0.19,0.1,1,0.19,0.09,-0.3,0.13,0.33,107.66,247.61,4.79,4.15,37.68,139.95,166.87,0.27,0.06,0.16,145.34,183.02,166.87,-0.4,204.55,0,80.74,-2.28,0,0.23,0.23,0.14,0.41,0.64,37.68,0.18,0.09,0.18,SI,8.39E-05,0.999916145,0.999832291,2,TRUE,FALSE,2,NA
0.24,0.17,2.18,6.61,0.82,0.93,0.76,0.31,0.11,0.08,0.15,0.06,1,0.15,0.08,-0.24,0.09,0.26,91.51,263.76,5.22,4.47,96.89,172.25,150.72,0.29,0.07,0.16,123.81,220.7,139.95,-0.25,145.34,0.38,80.74,-0.76,1,0.18,0.18,0.06,0.47,0.71,96.89,0.29,0.08,0.14,SI,0.000975065,0.999024935,0.998049871,2,TRUE,FALSE,2,NA
0.29,0.18,2.19,7.49,0.87,0.87,0.75,0.38,0.24,0.06,0.86,0.81,7,0.28,0.06,-0.37,0.21,0.6,139.95,409.09,4.9,4.11,43.06,269.14,193.78,0.2,0.07,0.44,172.25,215.31,183.02,-0.08,409.09,19.02,123.81,-20.16,4,0.2,0.15,0.05,0.27,0.8,43.06,0.12,0.09,0.22,SI,0.000548437,0.999451563,0.998903125,2,TRUE,FALSE,2,NA
0.23,0.17,3.96,22.35,0.81,0.87,0.7,0.3,0.17,0.06,0.35,0.29,5,0.35,0.06,-0.88,0.24,0.33,69.98,252.99,4.8,4.06,69.98,183.02,215.31,0.22,0.08,0.21,161.48,231.46,226.08,-0.6,247.61,0,53.83,-9.51,0,0.22,0.13,0.04,0.39,0.7,69.98,0.26,0.06,0.12,SI,0.000111828,0.999888172,0.999776343,2,TRUE,FALSE,2,NA
0.25,0.19,2.24,7.49,0.87,0.87,0.76,0.4,0.18,0.06,0.94,0.88,4.54,0.9,0.5,-0.73,0.13,0.55,86.13,290.67,5.4,3.94,96.89,204.55,183.02,0.32,0.2,0.34,118.42,215.31,183.02,-0.34,236.84,0,53.83,-2.28,0,0.18,0.16,0.08,0.53,0.71,96.89,0.37,0.07,0.23,SI,0.020366592,0.979633408,0.959266816,2,FALSE,FALSE,NA,NA
0.25,0.21,4.64,28.28,0.82,0.88,0.72,0.37,0.12,0.09,0.24,0.15,2.75,0.13,0.09,-0.12,0.09,0.3,80.74,263.76,4.41,3.99,107.66,183.02,102.27,0.25,0.07,0.17,91.51,199.16,96.89,-0.08,107.66,1.52,80.74,-1.9,2,0.25,0.15,0.05,0.4,0.65,107.66,0.25,0.08,0.11,SI,7.03E-05,0.999929735,0.999859471,2,TRUE,FALSE,2,NA
0.24,0.19,3.61,16.8,0.82,0.87,0.71,0.32,0.14,0.06,0.28,0.22,5.17,0.24,0.06,-0.33,0.13,0.56,96.9,269.17,4.2,3.32,86.13,172.27,139.97,0.39,0.22,0.42,118.43,204.57,172.27,-0.12,204.57,14.14,64.6,-2.02,1,0.05,0.17,0.04,0.58,0.8,86.13,0.41,0.08,0.16,SI,1.84E-05,0.999981603,0.999963206,2,TRUE,FALSE,2,NA
0.25,0.22,3.01,13.13,0.85,0.88,0.75,0.41,0.17,0.09,0.31,0.22,10.17,0.17,0.2,0.13,0.09,0.28,86.13,258.4,4.2,3.87,96.9,172.27,118.43,0.3,0.07,0.21,96.9,193.8,107.67,0.08,247.63,30.31,75.37,-18.18,5,0.25,0.21,0.13,0.45,0.89,96.9,0.25,0.07,0.11,SI,0.000340965,0.999659035,0.99931807,2,TRUE,FALSE,2,NA
0.23,0.18,3.27,15.24,0.82,0.87,0.71,0.31,0.15,0.09,0.24,0.15,7.25,0.24,0.2,-0.1,0.13,0.36,96.9,258.4,4.26,3.34,75.37,161.5,161.5,0.27,0.15,0.27,118.43,193.8,183.03,-0.12,193.8,14.14,86.13,-2.02,2,0.07,0.09,0.03,0.52,0.78,75.37,0.43,0.09,0.18,SI,2.13E-05,0.999978659,0.999957318,2,TRUE,FALSE,2,NA
0.24,0.19,3.35,14.79,0.83,0.87,0.72,0.35,0.14,0.06,0.24,0.18,3.8,0.24,0.06,-0.46,0.13,0.4,86.13,279.93,4.34,3.5,86.13,193.8,139.97,0.41,0.17,0.29,107.67,193.8,172.27,-0.11,204.57,22.23,75.37,-12.12,5,0.08,0.15,0.05,0.56,0.77,86.13,0.41,0.08,0.17,SI,1.87E-05,0.999981289,0.999962578,2,TRUE,FALSE,2,NA
0.23,0.19,4,20.87,0.78,0.9,0.71,0.33,0.13,0.09,0.2,0.11,2.67,0.17,0.17,0,0.09,0.2,86.13,247.63,3.74,3.52,75.37,161.5,118.43,0.32,0.05,0.13,107.67,183.03,107.67,-0.06,118.43,8.08,64.6,-2.02,1,0.38,0.22,0.08,0.49,0.76,75.37,0.27,0.09,0.12,SI,0.000137179,0.999862821,0.999725641,2,TRUE,FALSE,2,NA
0.25,0.2,4.14,22.27,0.82,0.88,0.72,0.38,0.14,0.09,0.28,0.18,4,0.17,0.17,0,0.09,0.29,86.13,258.4,4.01,3.49,96.9,172.27,118.43,0.38,0.09,0.22,96.9,193.8,107.67,-0.23,258.4,24.25,75.37,-24.25,4,0.4,0.23,0.06,0.53,0.85,96.9,0.3,0.09,0.13,SI,7.92E-05,0.99992079,0.999841579,2,TRUE,FALSE,2,NA
0.26,0.2,2.76,10.59,0.83,0.87,0.72,0.33,0.17,0.06,0.31,0.26,2,0.2,0.06,-0.4,0.13,0.37,86.13,279.91,5.21,3.64,134.57,193.78,161.48,0.4,0.14,0.28,113.04,247.61,161.48,-0.26,263.76,8.75,80.74,-9.89,2,0.12,0.2,0.04,0.6,0.84,134.57,0.4,0.08,0.17,SI,7.34E-05,0.999926649,0.999853297,2,TRUE,FALSE,2,NA
